word, uni_lemma, frequency_count
mommy,mommy,0
money,money,130
monkey,monkey,83
moo,moo,5
moon,moon,7
more,more,263
morning,morning,28
motorcycle,motorcycle,0
mouse,mouse,16
mouth,mouth,39
my,my,176
nap,nap,0
naughty,naughty,14
necklace,necklace,15
nice,nice,122
night,night,8
no,no,935
none,none,0
nose,nose,37
not,not,376
now,now,416
off,off,252
old,old,29
on,on,1188
open,open (action),99
orange,orange (food),48
other,other,180
ouch,ouch,23
out,out,195
outside,outside,21
oven,oven,6
owl,owl,1
pajamas,pajamas,5
pants,pants,6
paper,paper,49
park,park,13
party,party,6
pattycake,pattycake,0
peas,peas,4
peekaboo,peekaboo,0
pen,pen,3
penguin,penguin,33
penny,penny,3
people,people,25
person,person,6
picture,picture,41
pig,pig,101
pillow,pillow,0
pizza,pizza,0
plant,plant,0
plate,plate,14
play,play,130
please,please,101
pony,pony,0
pool,pool,5
potty,potty,0
pretty,pretty,18
pull,pull,36
puppy,puppy,0
purse,purse,1
push,push,47
put,put,690
radio,radio,0
rain,rain,15
raisin,raisin,2
read,read,57
red,red,164
refrigerator,refrigerator,0
ride,ride,34
rock,rock (object),2
run,run,1
same,same,31
say,say,62
scared,scared,1
school,school,11
scissors,scissors,6
see,see,506
sheep,sheep,34
shh/shush/hush,shh,0
shirt,shirt,17
shoe,shoe,52
shorts,shorts,1
shovel,shovel,0
show,show,107
sick,sick,2
sing,sing,13
sink,sink,3
sister,sister,0
sky,sky,2
sleep,sleep,39
sleepy,sleepy,7
slide,slide (object),17
smile,smile,2
snow,snow,6
soap,soap,3
sock,sock,20
soft,soft,5
some,some,496
splash,splash,7
spoon,spoon,9
squirrel,squirrel,3
stairs,stairs,0
star,star,34
stop,stop,35
store,store,0
stove,stove,0
stroller,stroller,0
sun,sun,23
sweater,sweater,0
swim,swim,9
swing,swing (action),1
swing,swing (object),1
table,table,46
take,take,137
teacher,teacher,1
teddybear,teddybear,0
telephone,telephone,9
that,that,1096
there,there,1109
thirsty,thirsty,11
this,this,1511
throw,throw,16
tickle,tickle,22
tiger,tiger,51
tired,tired,19
toast,toast,12
today,today,106
toe,toe,9
tomorrow,tomorrow,7
tongue,tongue,2
tonight,tonight,2
tooth,tooth,0
toothbrush,toothbrush,7
touch,touch,10
towel,towel,7
toy,toy (object),4
train,train,175
trash,trash,0
tree,tree,20
truck,truck,30
tummy,tummy,17
turkey,turkey,0
turtle,turtle,0
tv,tv,0
uncle,uncle,0
under,under,15
up,up,256
vacuum,vacuum,0
vroom,vroom,0
wait,wait,32
walk,walk,5
wash,wash,30
watch,watch (action),29
watch,watch (object),29
water,water (beverage),50
water,water (not beverage),50
wet,wet (description),21
what,what,1034
when,when (question),94
where,where (question),380
who,who,91
why,why,35
window,window,24
wipe,wipe,12
work,work (place),45
write,write,4
backyard,yard,0
yes,yes,811
you,you,3757
your,your,853
yucky,yucky,0
zipper,zipper,0
zoo,zoo,53
