word, uni_lemma, frequency_count
scissors,scissors,36
see,see,1259
sheep,sheep,12
shh/shush/hush,shh,0
shirt,shirt,78
shoe,shoe,20
shorts,shorts,18
shovel,shovel,8
show,show,250
sick,sick,28
sing,sing,14
sink,sink,17
sister,sister,2
sky,sky,28
sleep,sleep,49
sleepy,sleepy,9
slide,slide (object),25
smile,smile,0
snow,snow,48
soap,soap,6
sock,sock,13
soft,soft,12
some,some,942
splash,splash,0
spoon,spoon,33
squirrel,squirrel,1
stairs,stairs,12
star,star,3
stop,stop,33
store,store,92
stove,stove,2
stroller,stroller,0
sun,sun,41
sweater,sweater,2
swim,swim,11
swing,swing (action),6
swing,swing (object),6
table,table,104
take,take,385
teacher,teacher,11
teddybear,teddybear,1
telephone,telephone,12
that,that,3003
there,there,714
thirsty,thirsty,28
this,this,2508
throw,throw,126
tickle,tickle,21
tiger,tiger,47
tired,tired,61
toast,toast,84
today,today,283
toe,toe,15
tomorrow,tomorrow,129
tongue,tongue,26
tonight,tonight,139
tooth,tooth,10
toothbrush,toothbrush,4
touch,touch,24
towel,towel,11
toy,toy (object),17
train,train,32
trash,trash,24
tree,tree,57
truck,truck,54
tummy,tummy,41
turkey,turkey,9
turtle,turtle,42
tv,tv,84
uncle,uncle,2
under,under,54
up,up,804
vacuum,vacuum,0
vroom,vroom,0
wait,wait,145
walk,walk,46
wash,wash,51
watch,watch (action),219
watch,watch (object),219
water,water (beverage),184
water,water (not beverage),184
wet,wet (description),31
what,what,3960
when,when (question),970
where,where (question),686
who,who,308
why,why,973
window,window,17
wipe,wipe,30
work,work (place),133
write,write,51
backyard,yard,0
yes,yes,67
you,you,10109
your,your,1347
yucky,yucky,15
zipper,zipper,1
zoo,zoo,58
