word, uni_lemma, frequency_count
tiger,tiger,74
tired,tired,20
toast,toast,3
today,today,32
toe,toe,11
tomorrow,tomorrow,13
tongue,tongue,1
tonight,tonight,1
tooth,tooth,1
toothbrush,toothbrush,1
touch,touch,10
towel,towel,4
toy,toy (object),7
train,train,102
trash,trash,0
tree,tree,38
truck,truck,2
tummy,tummy,70
turkey,turkey,0
turtle,turtle,19
tv,tv,12
uncle,uncle,0
under,under,61
up,up,560
vacuum,vacuum,0
vroom,vroom,10
wait,wait,24
walk,walk,35
wash,wash,42
watch,watch (action),38
watch,watch (object),38
water,water (beverage),47
water,water (not beverage),47
wet,wet (description),70
what,what,2012
when,when (question),127
where,where (question),471
who,who,161
why,why,341
window,window,35
wipe,wipe,18
work,work (place),57
write,write,41
backyard,yard,0
yes,yes,1299
you,you,5848
your,your,806
yucky,yucky,2
zipper,zipper,0
zoo,zoo,6
