word, uni_lemma, frequency_count
shorts,shorts,5
shovel,shovel,3
show,show,20
sick,sick,1
sing,sing,71
sink,sink,0
sister,sister,0
sky,sky,40
sleep,sleep,49
sleepy,sleepy,2
slide,slide (object),20
smile,smile,7
snow,snow,12
soap,soap,0
sock,sock,30
soft,soft,34
some,some,516
splash,splash,8
spoon,spoon,14
squirrel,squirrel,3
stairs,stairs,5
star,star,27
stop,stop,111
store,store,1
stove,stove,0
stroller,stroller,0
sun,sun,8
sweater,sweater,0
swim,swim,5
swing,swing (action),3
swing,swing (object),3
table,table,14
take,take,185
teacher,teacher,0
teddybear,teddybear,0
telephone,telephone,6
that,that,2868
there,there,1840
thirsty,thirsty,3
this,this,923
throw,throw,49
tickle,tickle,21
tiger,tiger,139
tired,tired,16
toast,toast,6
today,today,33
toe,toe,9
tomorrow,tomorrow,19
tongue,tongue,5
tonight,tonight,6
tooth,tooth,0
toothbrush,toothbrush,2
touch,touch,9
towel,towel,1
toy,toy (object),15
train,train,296
trash,trash,0
tree,tree,17
truck,truck,101
tummy,tummy,17
turkey,turkey,1
turtle,turtle,4
tv,tv,0
uncle,uncle,0
under,under,96
up,up,638
vacuum,vacuum,3
vroom,vroom,0
wait,wait,23
walk,walk,7
wash,wash,18
watch,watch (action),53
watch,watch (object),53
water,water (beverage),77
water,water (not beverage),77
wet,wet (description),27
what,what,1306
when,when (question),169
where,where (question),515
who,who,153
why,why,275
window,window,30
wipe,wipe,38
work,work (place),49
write,write,3
backyard,yard,0
yes,yes,702
you,you,4401
your,your,983
yucky,yucky,0
zipper,zipper,0
zoo,zoo,4
