word, uni_lemma, frequency_count
swim,swim,92
swing,swing (action),52
swing,swing (object),52
table,table,113
take,take,479
teacher,teacher,69
teddybear,teddybear,6
telephone,telephone,5
that,that,6050
there,there,1763
thirsty,thirsty,11
this,this,2638
throw,throw,147
tickle,tickle,246
tiger,tiger,20
tired,tired,69
toast,toast,40
today,today,236
toe,toe,15
tomorrow,tomorrow,53
tongue,tongue,36
tonight,tonight,37
tooth,tooth,70
toothbrush,toothbrush,38
touch,touch,38
towel,towel,20
toy,toy (object),66
train,train,204
trash,trash,9
tree,tree,152
truck,truck,137
tummy,tummy,51
turkey,turkey,37
turtle,turtle,80
tv,tv,66
uncle,uncle,75
under,under,158
up,up,1230
vacuum,vacuum,7
vroom,vroom,77
wait,wait,205
walk,walk,113
wash,wash,51
watch,watch (action),154
watch,watch (object),154
water,water (beverage),397
water,water (not beverage),397
wet,wet (description),47
what,what,4255
when,when (question),868
where,where (question),972
who,who,886
why,why,327
window,window,75
wipe,wipe,26
work,work (place),202
write,write,40
backyard,yard,14
yes,yes,1154
you,you,12811
your,your,3063
yucky,yucky,71
zipper,zipper,16
zoo,zoo,99
